                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                             Generated by UCC v.2014.08f on 10 17 2015                             
                        GUCC -outdir D:\Development\ucc_2014.08zf\count_out                        

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Math.degToRad,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Math.radToDeg,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.RandomDataGenerator,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.QuadTree,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,8,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,10,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,Phaser.Net,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,12,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,Phaser.TweenManager,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,11,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Tween,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,11,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,12,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,13,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
16,16,16,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,11,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TweenData,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,12,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,11,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,13,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Time,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Timer,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,16,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.TimerEvent,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.AnimationManager,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,8,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Animation,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,10,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,9,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,9,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,Phaser.Animation.generateFrameNames,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Frame,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.FrameData,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,8,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,9,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,13,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Cache,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
